class,odor,spore-print-color,habitat,population,cap-shape,gill-size
e,n,k,d,v,f,b
p,f,h,d,v,x,b
e,n,k,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,x,b
e,n,n,d,v,x,b
e,n,k,d,v,x,b
p,f,h,p,v,x,b
e,n,n,d,y,f,b
p,f,h,d,y,x,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,c,n,d,s,x,n
e,n,n,d,y,x,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
p,f,h,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,f,h,p,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
p,f,h,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
p,c,n,d,v,x,n
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
p,c,k,d,s,x,n
e,n,k,d,y,f,b
p,f,h,d,y,x,b
p,c,k,d,v,x,n
p,f,h,p,v,x,b
e,n,n,d,v,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
p,f,h,p,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
p,f,h,p,v,x,b
e,n,n,d,y,f,b
p,f,h,p,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
p,f,h,p,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,f,h,d,y,x,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
p,f,h,p,y,x,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
e,n,k,d,v,f,b
p,c,n,d,s,x,n
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
p,c,n,d,v,x,n
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,f,h,d,y,x,b
e,n,k,d,v,x,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
p,c,n,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
e,n,k,d,v,x,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
p,f,h,p,v,x,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
p,f,h,p,v,x,b
p,c,n,d,s,x,n
p,f,h,p,v,x,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
p,c,n,d,s,x,n
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
p,c,k,d,v,x,n
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,c,k,d,v,x,n
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
p,f,h,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
p,f,h,p,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
p,f,h,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
p,f,h,p,y,x,b
p,c,k,d,v,x,n
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,f,h,p,y,x,b
p,c,n,d,s,x,n
p,f,h,p,y,x,b
e,n,k,d,y,x,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
p,f,h,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
p,f,h,g,y,x,b
e,n,k,d,y,f,b
p,f,h,d,y,x,b
p,f,h,d,y,x,b
e,n,n,d,v,x,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,v,x,n
p,f,h,g,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,c,n,d,v,x,n
e,n,n,d,y,x,b
p,f,h,p,y,x,b
p,f,h,p,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,f,h,d,v,f,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
e,n,k,d,y,f,b
p,c,k,d,v,x,n
p,f,h,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
p,f,h,p,v,x,b
p,c,k,d,v,x,n
e,n,k,d,v,x,b
p,f,h,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
p,f,h,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,c,k,d,s,x,n
p,c,n,d,v,x,n
p,f,h,p,y,x,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
p,f,h,d,v,x,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
p,c,n,d,s,x,n
p,f,h,g,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,c,k,d,v,x,n
p,f,h,g,v,x,b
p,c,n,d,v,x,n
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,f,h,d,y,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
p,c,n,d,s,x,n
p,c,k,d,s,x,n
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,n,d,v,x,n
p,f,h,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,p,v,f,b
e,n,k,d,y,x,b
p,c,n,d,s,x,n
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,f,h,d,y,x,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
e,n,n,d,v,x,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,n,d,v,x,b
p,f,h,g,y,x,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
p,f,h,g,y,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
p,c,n,d,s,x,n
e,n,n,d,v,x,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,g,y,x,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,n,d,y,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,f,h,p,v,x,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,f,h,p,v,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
e,n,n,d,v,f,b
p,f,h,p,y,f,b
e,n,k,d,y,f,b
p,f,h,p,v,x,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,c,n,d,s,x,n
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,f,h,d,y,x,b
e,n,n,d,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
p,c,n,d,v,x,n
p,f,h,p,v,x,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,c,k,d,s,x,n
e,n,k,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,c,n,d,v,x,n
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
p,f,h,p,v,x,b
e,n,k,d,v,x,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,c,n,d,v,x,n
p,c,n,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
e,n,n,d,y,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,x,b
e,n,n,d,v,f,b
p,c,k,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
e,n,k,d,v,x,b
p,f,h,d,y,x,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
e,n,n,d,y,f,b
p,f,h,d,v,f,b
e,n,k,d,y,f,b
p,c,n,d,v,x,n
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,c,k,d,s,x,n
p,f,h,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
p,c,n,d,v,x,n
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
p,c,n,d,v,x,n
e,n,k,d,y,f,b
p,f,h,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
e,n,n,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,s,x,n
p,f,h,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,v,x,n
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
p,c,k,d,v,x,n
e,n,k,d,v,f,b
p,f,h,d,y,x,b
p,c,n,d,v,x,n
e,n,k,d,v,f,b
p,f,h,d,v,f,b
p,c,k,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
p,f,h,p,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
p,f,h,d,y,f,b
e,n,k,d,v,f,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,c,k,d,v,x,n
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,x,b
p,c,k,d,s,x,n
e,n,n,d,y,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
e,n,k,d,y,x,b
e,n,k,d,y,x,b
e,n,k,d,v,f,b
p,f,h,d,v,x,b
p,c,k,d,v,x,n
p,f,h,g,v,x,b
p,f,h,p,v,x,b
p,f,h,p,y,f,b
e,n,k,d,v,f,b
p,f,h,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
p,f,h,d,y,x,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,x,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
p,f,h,p,v,x,b
e,n,k,d,v,f,b
e,n,n,d,v,x,b
p,f,h,d,v,x,b
e,n,n,d,y,f,b
p,c,n,d,s,x,n
e,n,n,d,v,f,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
e,n,k,d,y,x,b
p,c,k,d,s,x,n
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,f,h,d,v,x,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
p,f,h,g,y,x,b
p,f,h,d,v,x,b
p,f,h,p,y,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,d,y,x,b
p,f,h,p,v,x,b
p,f,h,p,v,f,b
e,n,n,d,v,f,b
p,c,n,d,s,x,n
e,n,n,d,v,f,b
p,f,h,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
p,f,h,p,y,x,b
e,n,k,d,y,x,b
p,c,n,d,v,x,n
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,c,k,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,c,k,d,s,x,n
p,f,h,p,v,x,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
e,n,n,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
p,c,k,d,v,x,n
e,n,n,d,y,f,b
p,c,n,d,v,x,n
e,n,n,d,y,x,b
p,f,h,g,y,x,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
p,f,h,p,v,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
p,f,h,g,v,x,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
p,f,h,d,y,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,x,b
p,f,h,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,y,x,b
e,n,k,d,v,x,b
p,f,h,d,v,x,b
p,c,n,d,v,x,n
p,f,h,p,v,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
p,c,k,d,s,x,n
p,c,k,d,v,x,n
e,n,n,d,y,x,b
p,f,h,p,v,f,b
p,c,n,d,v,x,n
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
p,f,h,d,v,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,f,h,p,v,x,b
p,c,n,d,v,x,n
e,n,k,d,v,f,b
p,c,n,d,s,x,n
p,c,n,d,v,x,n
p,f,h,g,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,f,h,p,y,f,b
e,n,k,d,y,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,x,b
e,n,k,d,y,f,b
p,f,h,p,y,x,b
e,n,n,d,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,f,h,d,v,x,b
e,n,n,d,v,f,b
p,f,h,d,v,f,b
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
p,f,h,p,v,f,b
e,n,n,d,v,x,b
e,n,n,d,y,f,b
p,f,h,d,v,f,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,k,d,v,f,b
p,c,n,d,v,x,n
e,n,n,d,y,f,b
e,n,n,d,v,f,b
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,c,k,d,s,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
p,c,n,d,v,x,n
e,n,k,d,y,f,b
p,f,h,g,y,f,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,c,k,d,s,x,n
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
p,f,h,d,y,x,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
e,n,k,d,y,f,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,n,d,y,f,b
p,f,h,g,y,x,b
e,n,n,d,y,f,b
p,c,k,d,v,x,n
e,n,k,d,v,f,b
p,c,k,d,s,x,n
p,f,h,d,v,x,b
p,f,h,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,f,h,p,v,x,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,v,x,b
e,n,k,d,y,f,b
p,c,n,d,s,x,n
e,n,k,d,y,f,b
e,n,n,d,y,f,b
e,n,n,d,y,f,b
e,n,k,d,y,f,b
e,n,n,d,y,x,b
e,n,k,d,y,f,b
p,c,k,d,s,x,n
e,n,n,d,v,f,b
p,f,h,g,y,x,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,c,n,d,v,x,n
p,c,n,d,v,x,n
e,n,n,d,v,x,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,y,x,b
p,f,h,d,v,x,b
p,c,k,d,v,x,n
e,n,k,d,y,f,b
e,n,k,d,v,f,b
p,c,k,d,v,x,n
p,c,k,d,s,x,n
e,n,k,d,v,x,b
p,f,h,d,v,x,b
p,c,n,d,v,x,n
p,f,h,d,v,x,b
p,c,n,d,v,x,n
e,n,k,d,v,x,b
p,c,k,d,s,x,n
e,n,n,d,v,f,b
p,c,k,d,v,x,n
p,c,k,d,s,x,n
e,n,k,d,y,f,b
p,c,k,d,s,x,n
p,c,k,d,v,x,n
e,n,n,d,y,f,b
e,n,n,d,y,f,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
p,c,n,d,s,x,n
e,n,k,d,v,f,b
p,f,h,d,v,x,b
p,f,h,g,y,f,b
e,n,k,d,v,f,b
p,f,h,g,v,x,b
e,n,n,d,v,f,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
p,c,n,d,v,x,n
e,n,n,d,y,f,b
p,f,h,p,y,x,b
p,f,h,d,v,x,b
p,f,h,p,y,f,b
p,f,h,g,v,x,b
p,c,n,d,v,x,n
p,f,h,d,y,x,b
p,f,h,d,v,x,b
p,f,h,p,v,x,b
p,f,h,d,v,f,b
p,f,h,d,y,f,b
e,n,k,d,y,f,b
p,f,h,g,y,x,b
p,f,h,p,y,f,b
p,f,h,g,y,f,b
e,n,k,d,y,x,b
e,n,n,d,v,f,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
e,n,k,d,y,f,b
p,f,h,g,v,f,b
e,n,k,d,v,f,b
e,n,k,d,v,f,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
e,n,n,d,v,f,b
p,f,h,d,y,x,b
p,f,h,p,y,f,b
p,f,h,g,v,f,b
p,f,h,d,v,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,c,n,d,s,x,n
p,f,h,g,v,x,b
e,n,k,d,v,f,b
e,n,k,d,y,f,b
p,c,n,d,v,x,n
p,f,h,g,v,x,b
p,f,h,g,v,f,b
e,n,k,d,y,x,b
e,n,n,d,y,f,b
p,f,h,d,v,f,b
e,n,n,d,v,f,b
p,f,h,d,v,x,b
p,f,h,g,y,f,b
e,n,n,d,v,f,b
p,f,h,g,v,x,b
p,f,h,g,y,f,b
p,f,h,g,v,x,b
p,f,h,g,y,f,b
p,c,n,d,s,x,n
p,c,k,d,s,x,n
p,f,h,p,v,x,b
p,f,h,p,y,x,b
p,f,h,d,v,f,b
e,n,n,d,v,f,b
p,f,h,u,v,x,b
p,f,h,d,y,x,b
e,n,k,d,v,f,b
p,f,h,d,y,f,b
p,f,h,p,y,x,b
p,f,h,p,v,f,b
p,f,h,g,y,x,b
p,f,h,g,y,f,b
p,f,h,p,y,f,b
p,f,h,p,y,x,b
p,c,k,d,v,x,n
p,f,h,p,v,x,b
p,f,h,p,y,x,b
e,n,n,d,v,f,b
e,n,k,d,v,f,b
p,f,h,p,y,x,b
p,c,n,d,s,x,n
p,f,h,g,v,f,b
p,f,h,g,v,x,b
p,c,k,d,v,x,n
e,n,n,d,v,f,b
p,f,h,g,v,f,b
p,c,k,d,v,x,n
p,f,h,g,v,f,b
p,f,h,p,v,x,b
e,n,w,w,c,x,b
p,f,h,g,y,f,b
